Timestamp,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
1705058656.0328774,-46.0,-3.0,-37.0,12.0,17.0,-32.0,-57.0,17.0
1705058656.0389795,-53.0,-29.0,-27.0,20.0,1.0,-34.0,-72.0,31.0
1705058656.0450816,-41.0,-30.0,-11.0,21.0,-9.0,-36.0,-76.0,22.0
1705058656.0511835,-12.0,-24.0,-11.0,15.0,-20.0,-35.0,-78.0,8.0
1705058656.0572855,9.0,-2.0,-23.0,0.0,-28.0,-43.0,-80.0,4.0
1705058656.0633876,11.0,13.0,-2.0,-3.0,-27.0,-54.0,-83.0,5.0
1705058656.0694897,-5.0,11.0,16.0,-10.0,-17.0,-62.0,-87.0,6.0
1705058656.0755916,-40.0,6.0,23.0,-8.0,-6.0,-54.0,-84.0,-7.0
1705058656.0816936,-63.0,-6.0,10.0,-6.0,9.0,-30.0,-78.0,-22.0
1705058656.0877957,-70.0,-17.0,-1.0,-8.0,24.0,-14.0,-69.0,-42.0
1705058656.0938978,-45.0,-20.0,16.0,-15.0,20.0,-13.0,-66.0,-60.0
1705058656.0999997,-24.0,-28.0,27.0,-13.0,16.0,-12.0,-62.0,-72.0
1705058656.1061018,7.0,-23.0,10.0,-9.0,7.0,-20.0,-55.0,-82.0
1705058656.1122038,25.0,-28.0,-39.0,-5.0,0.0,-37.0,-39.0,-73.0
1705058656.118306,33.0,-22.0,-18.0,-6.0,-14.0,-42.0,-37.0,-66.0
1705058656.1244078,26.0,-18.0,9.0,-5.0,-26.0,-43.0,-50.0,-40.0
1705058656.1305099,8.0,-29.0,34.0,-1.0,-21.0,-60.0,-59.0,-32.0
1705058656.136612,-7.0,-30.0,17.0,-10.0,-23.0,-62.0,-71.0,-34.0
1705058656.142714,-30.0,-32.0,-33.0,-20.0,-14.0,-62.0,-77.0,-25.0
1705058656.1488159,-35.0,-24.0,-53.0,-23.0,2.0,-63.0,-74.0,-16.0
1705058656.154918,-34.0,-7.0,-44.0,-26.0,3.0,-57.0,-56.0,-10.0
1705058656.16102,-18.0,9.0,-32.0,-25.0,4.0,-67.0,-43.0,-9.0
1705058656.1671221,6.0,16.0,-19.0,-22.0,10.0,-65.0,-39.0,-16.0
1705058656.173224,28.0,6.0,-37.0,-15.0,19.0,-75.0,-33.0,-18.0
1705058656.179326,46.0,-3.0,-41.0,-19.0,20.0,-70.0,-48.0,-16.0
1705058656.1854281,35.0,-1.0,-17.0,-19.0,20.0,-67.0,-73.0,-5.0
1705058656.1915302,26.0,-3.0,-16.0,-18.0,8.0,-68.0,-102.0,-15.0
1705058656.197632,17.0,-9.0,13.0,-22.0,-3.0,-81.0,-127.0,-24.0
1705058656.2037342,14.0,-11.0,4.0,-24.0,-18.0,-85.0,-137.0,-32.0
1705058656.2098362,9.0,-25.0,-29.0,-19.0,-23.0,-96.0,-118.0,-41.0
1705058656.2159383,7.0,-38.0,-73.0,-15.0,-15.0,-95.0,-77.0,-59.0
1705058656.2220404,-5.0,-45.0,-72.0,-17.0,-8.0,-96.0,-35.0,-75.0
1705058656.2281423,-24.0,-72.0,-77.0,-24.0,10.0,-80.0,-10.0,-92.0
1705058656.2342443,-32.0,-79.0,-25.0,-21.0,37.0,-59.0,-1.0,-80.0
1705058656.2403464,6.0,-84.0,-54.0,-32.0,54.0,-50.0,2.0,-64.0
1705058656.2464485,29.0,-73.0,-64.0,-39.0,53.0,-67.0,-5.0,-33.0
1705058656.2525504,40.0,-61.0,-92.0,-41.0,46.0,-83.0,-9.0,-13.0
1705058656.2586524,23.0,-56.0,-94.0,-40.0,33.0,-100.0,-4.0,-7.0
1705058656.2647545,-1.0,-36.0,-68.0,-47.0,21.0,-93.0,-1.0,24.0
1705058656.2708566,-19.0,-14.0,-37.0,-51.0,14.0,-80.0,-3.0,42.0
1705058656.2769585,-16.0,-1.0,-38.0,-48.0,15.0,-75.0,-12.0,65.0
1705058656.2830606,4.0,19.0,-66.0,-55.0,17.0,-76.0,-25.0,54.0
1705058656.2891626,22.0,34.0,-95.0,-51.0,16.0,-48.0,-44.0,31.0
1705058656.2952647,25.0,45.0,-67.0,-47.0,25.0,-23.0,-40.0,5.0
1705058656.3013666,19.0,47.0,-30.0,-40.0,22.0,-3.0,-29.0,-17.0
1705058656.3074687,-4.0,56.0,2.0,-40.0,15.0,-9.0,-26.0,-17.0
1705058656.3135707,-25.0,40.0,11.0,-45.0,1.0,3.0,-36.0,-9.0
1705058656.3196728,-30.0,40.0,-6.0,-42.0,-4.0,-9.0,-51.0,13.0
1705058656.3257747,-19.0,24.0,-17.0,-40.0,-9.0,-1.0,-48.0,18.0
1705058656.3318768,-4.0,22.0,-9.0,-29.0,-14.0,-17.0,-42.0,27.0
1705058656.3379788,9.0,-1.0,40.0,-19.0,-4.0,-33.0,-21.0,33.0
1705058656.344081,20.0,-18.0,37.0,-12.0,3.0,-69.0,-7.0,45.0
1705058656.3501828,22.0,-33.0,41.0,-7.0,9.0,-94.0,-2.0,57.0
1705058656.3562849,14.0,-46.0,-12.0,7.0,9.0,-101.0,-9.0,65.0
1705058656.362387,-5.0,-50.0,-38.0,18.0,5.0,-89.0,-21.0,67.0
1705058656.368489,8.0,-46.0,-25.0,14.0,-2.0,-72.0,-18.0,60.0
1705058656.3745909,27.0,-23.0,-9.0,-5.0,-12.0,-64.0,-22.0,54.0
1705058656.380693,63.0,-15.0,-8.0,-15.0,-6.0,-64.0,-27.0,42.0
1705058656.386795,99.0,-17.0,-20.0,-16.0,-4.0,-74.0,-36.0,23.0
1705058656.3928971,119.0,-15.0,-25.0,-6.0,-1.0,-68.0,-47.0,14.0
1705058656.398999,113.0,-6.0,-21.0,13.0,-13.0,-65.0,-52.0,9.0
1705058656.405101,88.0,-8.0,-13.0,13.0,-25.0,-70.0,-48.0,13.0
1705058656.4112031,58.0,-21.0,-15.0,14.0,-44.0,-63.0,-50.0,8.0
1705058656.4173052,16.0,-16.0,-10.0,6.0,-51.0,-48.0,-53.0,7.0
1705058656.423407,-1.0,-25.0,-14.0,12.0,-40.0,-28.0,-55.0,5.0
1705058656.4295092,-24.0,-16.0,8.0,15.0,-18.0,-11.0,-49.0,3.0
1705058656.4356112,-24.0,-20.0,13.0,17.0,9.0,-7.0,-49.0,10.0
1705058656.4417133,-26.0,-34.0,29.0,34.0,29.0,6.0,-53.0,16.0
1705058656.4478152,-13.0,-40.0,3.0,37.0,46.0,8.0,-48.0,16.0
1705058656.4539173,23.0,-24.0,-20.0,35.0,39.0,4.0,-49.0,-3.0
1705058656.4600194,48.0,-7.0,-28.0,21.0,26.0,11.0,-49.0,-15.0
1705058656.4661214,59.0,2.0,-15.0,7.0,17.0,6.0,-52.0,-29.0
1705058656.4722233,62.0,-7.0,-20.0,-1.0,5.0,-1.0,-58.0,-34.0
1705058656.4783254,54.0,-6.0,-11.0,-3.0,-12.0,-14.0,-71.0,-24.0
1705058656.4844275,48.0,-16.0,13.0,8.0,-22.0,-23.0,-88.0,-6.0
1705058656.4905295,53.0,-22.0,3.0,16.0,-21.0,-39.0,-90.0,14.0
1705058656.4966314,53.0,-20.0,6.0,14.0,-23.0,-43.0,-80.0,28.0
1705058656.5027335,34.0,-13.0,2.0,7.0,-22.0,-58.0,-56.0,41.0
1705058656.5088356,3.0,-22.0,-7.0,0.0,-22.0,-68.0,-34.0,33.0
1705058656.5149376,-25.0,-28.0,-7.0,-4.0,-22.0,-72.0,-16.0,25.0
1705058656.5210395,-26.0,-25.0,-8.0,-2.0,-17.0,-64.0,-6.0,18.0
1705058656.5271416,-3.0,-24.0,-26.0,4.0,-7.0,-46.0,-5.0,33.0
1705058656.5332437,37.0,-15.0,-21.0,11.0,6.0,-33.0,-5.0,48.0
1705058656.5393457,70.0,-18.0,-6.0,16.0,5.0,-25.0,-20.0,57.0
1705058656.5454476,75.0,-17.0,15.0,26.0,5.0,-16.0,-33.0,60.0
1705058656.5515497,60.0,-18.0,29.0,39.0,9.0,-7.0,-47.0,58.0
1705058656.5576518,50.0,-11.0,68.0,38.0,5.0,-9.0,-46.0,31.0
1705058656.5637538,56.0,2.0,91.0,29.0,-5.0,-11.0,-49.0,7.0
1705058656.5698557,40.0,2.0,88.0,12.0,-11.0,-4.0,-53.0,-18.0
1705058656.5759578,26.0,-6.0,74.0,-7.0,-17.0,-1.0,-57.0,-42.0
1705058656.5820599,-8.0,2.0,-3.0,-18.0,-26.0,5.0,-60.0,-48.0
1705058656.588162,-45.0,11.0,-36.0,-19.0,-25.0,16.0,-52.0,-39.0
1705058656.5942638,-59.0,27.0,-79.0,-2.0,-21.0,13.0,-44.0,-27.0
1705058656.6003659,-55.0,34.0,-78.0,0.0,-16.0,25.0,-39.0,-26.0
1705058656.606468,-32.0,47.0,-38.0,7.0,-22.0,39.0,-53.0,-37.0
1705058656.61257,-5.0,40.0,-28.0,13.0,-21.0,40.0,-70.0,-30.0
1705058656.618672,21.0,25.0,-13.0,15.0,-23.0,45.0,-85.0,-11.0
1705058656.624774,16.0,27.0,2.0,19.0,-23.0,35.0,-98.0,12.0
1705058656.630876,-4.0,32.0,17.0,13.0,-18.0,10.0,-106.0,38.0
1705058656.6369781,-21.0,9.0,2.0,10.0,-11.0,-21.0,-99.0,52.0
1705058656.64308,4.0,-15.0,-28.0,3.0,-4.0,-67.0,-75.0,62.0
1705058656.649182,28.0,-44.0,-38.0,4.0,-7.0,-90.0,-56.0,61.0
1705058656.6552842,48.0,-32.0,-5.0,1.0,2.0,-99.0,-27.0,50.0
1705058656.6613863,51.0,-1.0,14.0,11.0,3.0,-88.0,-7.0,28.0
1705058656.667488,32.0,20.0,2.0,10.0,17.0,-64.0,9.0,12.0
1705058656.6735902,17.0,17.0,-16.0,8.0,23.0,-54.0,14.0,14.0
1705058656.6796923,3.0,12.0,-21.0,3.0,30.0,-53.0,14.0,22.0
1705058656.6857944,-8.0,12.0,-9.0,-8.0,22.0,-44.0,14.0,32.0
1705058656.6918962,-16.0,15.0,14.0,-6.0,0.0,-33.0,11.0,44.0
1705058656.6979983,-22.0,4.0,42.0,1.0,-12.0,-16.0,13.0,47.0
1705058656.7041004,-13.0,-4.0,63.0,5.0,-25.0,1.0,9.0,38.0
1705058656.7102025,-11.0,-6.0,61.0,4.0,-24.0,0.0,0.0,42.0
1705058656.7163043,-12.0,1.0,30.0,0.0,-14.0,5.0,-18.0,44.0
1705058656.7224064,-13.0,7.0,-31.0,3.0,1.0,-5.0,-30.0,39.0
1705058656.7285085,-31.0,13.0,-51.0,-8.0,7.0,-12.0,-40.0,16.0
1705058656.7346106,-51.0,11.0,-42.0,-15.0,-1.0,-16.0,-45.0,-14.0
1705058656.7407124,-66.0,-3.0,-32.0,-14.0,-10.0,-8.0,-33.0,-37.0
1705058656.7468145,-47.0,-21.0,-42.0,-7.0,-21.0,-2.0,-11.0,-47.0
1705058656.7529166,-25.0,-12.0,-75.0,0.0,-20.0,9.0,14.0,-42.0
1705058656.7590187,-5.0,5.0,-94.0,3.0,-9.0,32.0,30.0,-26.0
1705058656.7651205,-1.0,24.0,-93.0,-5.0,8.0,30.0,36.0,-13.0
1705058656.7712226,11.0,35.0,-63.0,-21.0,10.0,47.0,31.0,0.0
1705058656.7773247,21.0,24.0,-32.0,-38.0,-5.0,57.0,10.0,12.0
1705058656.7834268,42.0,16.0,-13.0,-40.0,-17.0,67.0,-17.0,5.0
1705058656.7895286,60.0,18.0,-21.0,-38.0,-26.0,71.0,-32.0,-14.0
1705058656.7956307,71.0,22.0,-9.0,-42.0,-28.0,68.0,-42.0,-48.0
1705058656.8017328,40.0,26.0,0.0,-41.0,-18.0,64.0,-49.0,-69.0
1705058656.8078349,18.0,16.0,3.0,-50.0,0.0,47.0,-42.0,-72.0
1705058656.8139367,7.0,-1.0,14.0,-58.0,3.0,16.0,-41.0,-52.0
1705058656.8200388,2.0,-3.0,6.0,-59.0,8.0,-9.0,-41.0,-18.0
1705058656.8261409,12.0,-14.0,-13.0,-54.0,12.0,-32.0,-39.0,3.0
1705058656.832243,5.0,-1.0,-16.0,-46.0,5.0,-56.0,-27.0,5.0
1705058656.8383448,-3.0,-2.0,10.0,-43.0,-4.0,-62.0,-20.0,7.0
1705058656.844447,-7.0,-2.0,26.0,-29.0,-12.0,-63.0,-18.0,20.0
1705058656.850549,-4.0,-10.0,27.0,-27.0,-15.0,-55.0,-8.0,38.0
1705058656.856651,4.0,-11.0,-9.0,-39.0,-22.0,-42.0,-5.0,51.0
1705058656.862753,-8.0,12.0,4.0,-56.0,-20.0,-21.0,-9.0,68.0
1705058656.868855,-25.0,30.0,14.0,-65.0,-14.0,-11.0,-25.0,66.0
1705058656.874957,-33.0,47.0,-1.0,-72.0,-6.0,-11.0,-41.0,45.0
1705058656.8810592,-27.0,44.0,-10.0,-73.0,-3.0,-14.0,-66.0,12.0
1705058656.887161,-8.0,27.0,14.0,-72.0,0.0,-20.0,-84.0,-19.0
1705058656.893263,-4.0,2.0,44.0,-71.0,7.0,-25.0,-92.0,-31.0
1705058656.8993652,-7.0,2.0,77.0,-59.0,-5.0,-23.0,-103.0,-15.0
1705058656.9054673,-33.0,7.0,61.0,-33.0,-18.0,-12.0,-103.0,28.0
1705058656.911569,-45.0,18.0,42.0,2.0,-27.0,-12.0,-98.0,61.0
1705058656.9176712,-42.0,27.0,32.0,26.0,-28.0,-20.0,-82.0,63.0
1705058656.9237733,-39.0,31.0,29.0,41.0,-28.0,-25.0,-70.0,51.0
1705058656.9298754,-36.0,18.0,22.0,48.0,-13.0,-34.0,-64.0,34.0
1705058656.9359772,-28.0,-7.0,26.0,42.0,-1.0,-31.0,-57.0,17.0
1705058656.9420793,-15.0,-27.0,35.0,36.0,-3.0,-17.0,-52.0,11.0
1705058656.9481814,-10.0,-51.0,81.0,30.0,-7.0,-19.0,-51.0,-6.0
1705058656.9542835,-1.0,-53.0,66.0,32.0,-14.0,-11.0,-48.0,-8.0
1705058656.9603853,4.0,-59.0,50.0,22.0,-18.0,-27.0,-47.0,-21.0
1705058656.9664874,18.0,-49.0,57.0,12.0,-27.0,-19.0,-57.0,-22.0
1705058656.9725895,3.0,-52.0,91.0,7.0,-25.0,-8.0,-67.0,-20.0
1705058656.9786916,-3.0,-49.0,121.0,2.0,-17.0,-7.0,-72.0,-10.0
1705058656.9847934,-12.0,-27.0,111.0,1.0,-7.0,-20.0,-80.0,16.0
1705058656.9908955,-2.0,-15.0,73.0,0.0,3.0,-38.0,-96.0,46.0
1705058656.9969976,10.0,-15.0,38.0,9.0,16.0,-49.0,-114.0,52.0
1705058657.0030997,25.0,-23.0,23.0,6.0,27.0,-48.0,-133.0,37.0
1705058657.0092015,31.0,-18.0,35.0,10.0,22.0,-39.0,-161.0,23.0
1705058657.0153036,35.0,-4.0,21.0,13.0,17.0,-38.0,-172.0,22.0
1705058657.0214057,44.0,24.0,11.0,11.0,4.0,-44.0,-168.0,32.0
1705058657.0275078,53.0,51.0,-12.0,3.0,-7.0,-53.0,-142.0,56.0
1705058657.0336096,47.0,58.0,2.0,2.0,-3.0,-44.0,-119.0,74.0
1705058657.0397117,25.0,45.0,17.0,7.0,7.0,-38.0,-92.0,79.0
1705058657.0458138,4.0,33.0,61.0,8.0,25.0,-26.0,-67.0,69.0
1705058657.051916,-16.0,21.0,88.0,11.0,21.0,-9.0,-62.0,55.0
1705058657.0580177,-19.0,19.0,90.0,20.0,26.0,-14.0,-68.0,46.0
1705058657.0641198,5.0,22.0,76.0,27.0,15.0,-33.0,-74.0,20.0
1705058657.070222,20.0,30.0,18.0,34.0,2.0,-57.0,-79.0,-2.0
1705058657.076324,22.0,36.0,5.0,41.0,-21.0,-66.0,-78.0,-29.0
1705058657.0824258,6.0,40.0,10.0,40.0,-21.0,-63.0,-66.0,-43.0
1705058657.088528,-5.0,38.0,23.0,27.0,-19.0,-45.0,-61.0,-42.0
1705058657.09463,-45.0,30.0,48.0,24.0,-17.0,-15.0,-60.0,-33.0
1705058657.100732,-73.0,4.0,32.0,27.0,-11.0,-7.0,-58.0,-13.0
1705058657.106834,-101.0,-15.0,4.0,33.0,-8.0,-5.0,-53.0,4.0
1705058657.112936,-104.0,-3.0,-35.0,31.0,-4.0,-18.0,-51.0,20.0
1705058657.119038,-97.0,16.0,-23.0,26.0,-8.0,-27.0,-46.0,36.0
1705058657.1251402,-82.0,34.0,-7.0,18.0,-6.0,-34.0,-48.0,40.0
1705058657.131242,-65.0,34.0,25.0,-5.0,-4.0,-46.0,-50.0,36.0
1705058657.1373441,-50.0,32.0,20.0,-12.0,3.0,-54.0,-50.0,35.0
1705058657.1434462,-18.0,18.0,6.0,-16.0,19.0,-60.0,-60.0,16.0
1705058657.1495483,9.0,43.0,0.0,-14.0,19.0,-74.0,-66.0,-9.0
1705058657.1556501,22.0,45.0,30.0,-15.0,2.0,-78.0,-71.0,-45.0
1705058657.1617522,15.0,3.0,33.0,-5.0,-14.0,-82.0,-83.0,-62.0
1705058657.1678543,7.0,-51.0,17.0,-2.0,-20.0,-99.0,-90.0,-69.0
1705058657.1739564,10.0,-89.0,-18.0,-6.0,-13.0,-95.0,-102.0,-57.0
1705058657.1800582,20.0,-78.0,-36.0,-12.0,-2.0,-84.0,-114.0,-30.0
1705058657.1861603,30.0,-63.0,-6.0,-9.0,17.0,-52.0,-106.0,-2.0
1705058657.1922624,36.0,-63.0,5.0,-9.0,24.0,-17.0,-88.0,24.0
1705058657.1983645,30.0,-67.0,26.0,-17.0,23.0,-3.0,-76.0,43.0
1705058657.2044663,28.0,-67.0,10.0,-18.0,17.0,0.0,-82.0,56.0
1705058657.2105684,-3.0,-82.0,-9.0,-24.0,15.0,-9.0,-85.0,64.0
1705058657.2166705,-24.0,-102.0,-1.0,-30.0,9.0,-10.0,-93.0,65.0
1705058657.2227726,-51.0,-104.0,15.0,-24.0,5.0,5.0,-90.0,61.0
1705058657.2288747,-50.0,-105.0,47.0,-22.0,9.0,2.0,-79.0,34.0
1705058657.2349765,-33.0,-86.0,74.0,-22.0,15.0,-10.0,-53.0,1.0
1705058657.2410786,-23.0,-56.0,53.0,-23.0,23.0,-27.0,-35.0,-29.0
1705058657.2471807,-28.0,-27.0,17.0,-16.0,28.0,-39.0,-29.0,-38.0
1705058657.2532828,-29.0,-9.0,-20.0,-2.0,37.0,-41.0,-40.0,-38.0
1705058657.2593846,-21.0,-9.0,-42.0,13.0,29.0,-28.0,-58.0,-37.0
1705058657.2654867,-6.0,-3.0,-41.0,18.0,25.0,-18.0,-64.0,-24.0
1705058657.2715888,18.0,-12.0,-49.0,23.0,15.0,1.0,-63.0,-18.0
1705058657.277691,41.0,-14.0,-41.0,13.0,11.0,2.0,-56.0,-3.0
1705058657.2837927,51.0,-29.0,2.0,0.0,-4.0,6.0,-55.0,8.0
1705058657.2898948,37.0,-45.0,12.0,-14.0,-22.0,-11.0,-58.0,27.0
1705058657.295997,10.0,-55.0,17.0,-14.0,-25.0,-26.0,-52.0,28.0
1705058657.302099,-16.0,-31.0,8.0,-13.0,-28.0,-45.0,-43.0,26.0
1705058657.3082008,-38.0,-9.0,9.0,-6.0,-18.0,-64.0,-24.0,27.0
1705058657.314303,-50.0,18.0,59.0,1.0,-2.0,-56.0,-12.0,21.0
1705058657.320405,-49.0,28.0,47.0,-6.0,5.0,-56.0,-8.0,4.0
1705058657.326507,-48.0,38.0,35.0,-5.0,11.0,-55.0,-30.0,-37.0
1705058657.332609,-61.0,41.0,-9.0,2.0,10.0,-60.0,-56.0,-67.0
1705058657.338711,-74.0,46.0,-53.0,2.0,2.0,-69.0,-70.0,-89.0
1705058657.344813,-69.0,58.0,-53.0,-9.0,-18.0,-68.0,-72.0,-94.0
1705058657.3509152,-58.0,56.0,-44.0,-27.0,-34.0,-50.0,-62.0,-87.0
1705058657.357017,-28.0,43.0,-29.0,-38.0,-32.0,-48.0,-44.0,-82.0
1705058657.3631191,6.0,26.0,-18.0,-50.0,-25.0,-56.0,-24.0,-79.0
1705058657.3692212,23.0,5.0,-12.0,-45.0,-12.0,-62.0,-14.0,-65.0
1705058657.3753233,23.0,-5.0,15.0,-32.0,7.0,-71.0,-5.0,-51.0
1705058657.3814251,23.0,-26.0,67.0,-11.0,16.0,-69.0,-10.0,-34.0
1705058657.3875272,33.0,-27.0,83.0,3.0,7.0,-65.0,-24.0,-29.0
1705058657.3936293,51.0,-32.0,82.0,10.0,-8.0,-48.0,-37.0,-10.0
1705058657.3997314,62.0,-31.0,34.0,12.0,-13.0,-48.0,-52.0,4.0
1705058657.4058332,63.0,-20.0,13.0,-6.0,-7.0,-50.0,-50.0,10.0
1705058657.4119353,55.0,-6.0,2.0,-16.0,-4.0,-56.0,-56.0,6.0
1705058657.4180374,47.0,-4.0,9.0,-22.0,3.0,-52.0,-62.0,-25.0
1705058657.4241395,61.0,-3.0,-3.0,-24.0,1.0,-43.0,-60.0,-70.0
1705058657.4302413,72.0,7.0,3.0,-24.0,-11.0,-43.0,-55.0,-107.0
1705058657.4363434,75.0,2.0,30.0,-19.0,-28.0,-23.0,-48.0,-116.0
1705058657.4424455,59.0,-14.0,61.0,-6.0,-38.0,-18.0,-38.0,-110.0
1705058657.4485476,42.0,-43.0,89.0,-2.0,-46.0,-10.0,-25.0,-96.0
1705058657.4546494,21.0,-58.0,115.0,6.0,-56.0,-10.0,-28.0,-78.0
1705058657.4607515,7.0,-68.0,92.0,1.0,-38.0,-36.0,-31.0,-71.0
1705058657.4668536,-7.0,-50.0,70.0,-15.0,-23.0,-61.0,-43.0,-67.0
1705058657.4729557,-16.0,-21.0,34.0,-35.0,-10.0,-82.0,-53.0,-62.0
1705058657.4790576,-17.0,14.0,33.0,-43.0,-9.0,-93.0,-57.0,-61.0
1705058657.4851596,-14.0,38.0,48.0,-39.0,-14.0,-96.0,-62.0,-56.0
1705058657.4912617,-4.0,20.0,39.0,-25.0,-21.0,-101.0,-53.0,-56.0
1705058657.4973638,9.0,12.0,39.0,-9.0,-25.0,-91.0,-45.0,-39.0
1705058657.5034657,24.0,2.0,37.0,5.0,-13.0,-73.0,-25.0,-31.0
1705058657.5095677,59.0,10.0,43.0,6.0,3.0,-49.0,-6.0,-15.0
1705058657.5156698,68.0,28.0,50.0,0.0,16.0,-27.0,1.0,-17.0
1705058657.521772,85.0,26.0,56.0,2.0,30.0,-21.0,3.0,-26.0
1705058657.5278738,89.0,30.0,29.0,8.0,40.0,-59.0,5.0,-39.0
1705058657.5339758,95.0,53.0,31.0,14.0,29.0,-87.0,0.0,-51.0
1705058657.540078,83.0,70.0,47.0,9.0,14.0,-113.0,-10.0,-38.0
1705058657.54618,54.0,63.0,48.0,4.0,-3.0,-101.0,-19.0,-22.0
1705058657.5522819,26.0,32.0,49.0,0.0,-14.0,-87.0,-24.0,-17.0
1705058657.558384,5.0,16.0,22.0,-1.0,-27.0,-64.0,-20.0,-7.0
1705058657.564486,-5.0,5.0,11.0,5.0,-24.0,-65.0,-25.0,-2.0
1705058657.570588,0.0,6.0,-2.0,12.0,-10.0,-68.0,-25.0,-1.0
1705058657.57669,17.0,8.0,-8.0,7.0,3.0,-67.0,-23.0,-1.0
1705058657.582792,28.0,11.0,15.0,2.0,11.0,-50.0,-16.0,5.0
1705058657.5888941,54.0,3.0,-1.0,-9.0,11.0,-36.0,-1.0,17.0
1705058657.5949962,57.0,7.0,-20.0,-20.0,1.0,-39.0,9.0,15.0
1705058657.601098,59.0,15.0,-43.0,-27.0,-21.0,-48.0,10.0,16.0
1705058657.6072001,44.0,11.0,-48.0,-27.0,-33.0,-50.0,-5.0,-7.0
1705058657.6133022,40.0,15.0,-44.0,-26.0,-30.0,-44.0,-4.0,-31.0
1705058657.6194043,45.0,11.0,-22.0,-24.0,-29.0,-47.0,-5.0,-58.0
1705058657.6255062,40.0,18.0,-17.0,-23.0,-16.0,-43.0,7.0,-52.0
1705058657.6316082,36.0,5.0,18.0,-21.0,-11.0,-61.0,12.0,-43.0
1705058657.6377103,30.0,-3.0,50.0,-21.0,-12.0,-68.0,16.0,-32.0
1705058657.6438124,35.0,-12.0,45.0,-23.0,-21.0,-72.0,0.0,-33.0
1705058657.6499143,19.0,-13.0,-9.0,-26.0,-31.0,-63.0,-24.0,-15.0
1705058657.6560163,15.0,-28.0,-78.0,-27.0,-30.0,-56.0,-36.0,-11.0
1705058657.6621184,5.0,-13.0,-90.0,-30.0,-28.0,-56.0,-43.0,-11.0
1705058657.6682205,-3.0,-9.0,-62.0,-29.0,-14.0,-54.0,-38.0,-25.0
1705058657.6743224,2.0,-1.0,-38.0,-22.0,-5.0,-75.0,-29.0,-50.0
1705058657.6804245,18.0,13.0,-40.0,-26.0,-2.0,-97.0,-15.0,-71.0
1705058657.6865265,26.0,1.0,-21.0,-25.0,-11.0,-116.0,-7.0,-83.0
1705058657.6926286,24.0,2.0,-23.0,-23.0,-13.0,-119.0,-2.0,-81.0
1705058657.6987305,28.0,-14.0,-11.0,-21.0,-6.0,-98.0,10.0,-77.0
1705058657.7048326,50.0,-12.0,-4.0,-22.0,-3.0,-78.0,11.0,-71.0
1705058657.7109346,48.0,-4.0,-9.0,-24.0,2.0,-58.0,4.0,-60.0
1705058657.7170367,46.0,20.0,-22.0,-23.0,8.0,-48.0,-16.0,-48.0
1705058657.7231386,39.0,48.0,-42.0,-26.0,9.0,-56.0,-34.0,-26.0
1705058657.7292407,43.0,63.0,-49.0,-28.0,5.0,-39.0,-40.0,4.0
1705058657.7353427,45.0,67.0,-48.0,-24.0,-1.0,-26.0,-37.0,38.0
1705058657.7414448,44.0,64.0,-40.0,-22.0,0.0,-31.0,-15.0,38.0
1705058657.7475467,22.0,83.0,-40.0,-18.0,-8.0,-42.0,9.0,24.0
1705058657.7536488,3.0,95.0,-46.0,-20.0,-17.0,-61.0,21.0,-4.0
1705058657.7597508,-7.0,95.0,-43.0,-20.0,-19.0,-83.0,29.0,-49.0
1705058657.765853,-5.0,93.0,-67.0,-26.0,-16.0,-97.0,34.0,-70.0
1705058657.7719548,1.0,97.0,-67.0,-29.0,-27.0,-109.0,31.0,-77.0
1705058657.7780569,-7.0,90.0,-50.0,-27.0,-32.0,-116.0,44.0,-68.0
1705058657.784159,-13.0,85.0,-18.0,-25.0,-47.0,-115.0,61.0,-71.0
1705058657.790261,-26.0,72.0,-14.0,-28.0,-51.0,-107.0,69.0,-77.0
1705058657.7963629,-31.0,58.0,-39.0,-23.0,-43.0,-74.0,61.0,-88.0
1705058657.802465,-21.0,42.0,-74.0,-14.0,-21.0,-56.0,39.0,-89.0
1705058657.808567,-2.0,26.0,-86.0,-12.0,-1.0,-36.0,20.0,-91.0
1705058657.8146691,9.0,24.0,-75.0,-13.0,17.0,-25.0,0.0,-71.0
1705058657.820771,-3.0,22.0,-68.0,-12.0,38.0,-33.0,-1.0,-42.0
1705058657.826873,-21.0,21.0,-57.0,-10.0,50.0,-50.0,5.0,-19.0
1705058657.8329751,-40.0,32.0,-78.0,-19.0,47.0,-75.0,23.0,-11.0
1705058657.8390772,-48.0,38.0,-42.0,-21.0,40.0,-86.0,30.0,-20.0
1705058657.845179,-49.0,34.0,-65.0,-22.0,32.0,-98.0,35.0,-36.0
1705058657.8512812,-47.0,34.0,-48.0,-22.0,27.0,-91.0,38.0,-45.0
1705058657.8573833,-57.0,42.0,-61.0,-12.0,22.0,-75.0,40.0,-37.0
1705058657.8634853,-71.0,47.0,-62.0,-6.0,30.0,-65.0,58.0,-19.0
1705058657.8695872,-79.0,58.0,-67.0,10.0,32.0,-72.0,79.0,-5.0
1705058657.8756893,-67.0,66.0,-30.0,9.0,33.0,-95.0,87.0,3.0
1705058657.8817914,-45.0,71.0,-2.0,7.0,23.0,-114.0,81.0,21.0
1705058657.8878934,-28.0,91.0,-1.0,0.0,22.0,-123.0,71.0,37.0
